2931,3
2932,3
2933,3
2934,1
2935,4
2936,3
2937,3
2938,3
2939,4
2940,3
2941,1
2942,3
2943,3
2944,3
2945,1
2946,4
2947,3
2948,3
2949,3
2950,3
2951,3
2952,3
2953,4
2954,3
2955,4
2956,1
2957,3
2958,3
2959,4
2960,3
2961,3
2962,3
2963,1
2964,3
2965,3
2966,1
2967,4
2968,3
2969,3
2970,1
2971,3
2972,3
2973,2
2974,4
2975,4
2976,3
2977,1
2978,1
2979,4
2980,3
2981,4
2982,1
2983,4
2984,4
2985,3
2986,3
2987,1
2988,1
2989,4
2990,3
2991,4
2992,3
2993,1
2994,4
2995,4
2996,3
2997,1
2998,3
2999,2
3000,2
3001,1
3002,1
3003,3
3004,3
3005,3
3006,3
3007,1
3008,4
3009,3
3010,1
3011,3
3012,2
3013,3
3014,3
3015,2
3016,4
3017,1
3018,3
3019,4
3020,3
3021,3
3022,3
3023,3
3024,3
3025,1
3026,4
3027,3
3028,1
3029,3
3030,4
3031,3
3032,1
3033,3
3034,3
3035,2
3036,1
3037,3
3038,3
3039,4
3040,3
3041,3
3042,3
3043,1
3044,2
3045,3
3046,2
3047,3
3048,1
3049,3
3050,1
3051,4
3052,3
3053,3
3054,3
3055,4
3056,1
3057,4
3058,3
3059,3
3060,3
3061,2
3062,1
3063,1
3064,1
3065,3
3066,4
3067,3
3068,2
3069,1
3070,1
3071,3
3072,1
3073,4
3074,3
3075,1
3076,3
3077,4
3078,4
3079,3
3080,4
3081,3
3082,1
3083,3
3084,3
3085,3
3086,4
3087,3
3088,3
3089,4
3090,1
3091,3
3092,4
3093,1
3094,1
3095,3
3096,4
3097,4
3098,3
3099,4
3100,4
3101,1
3102,1
3103,4
3104,4
3105,2
3106,3
3107,3
3108,4
3109,4
3110,4
3111,3
3112,1
3113,4
3114,4
3115,4
3116,3
3117,3
3118,1
3119,3
3120,4
3121,3
3122,3
3123,3
3124,4
3125,1
3126,3
3127,1
3128,1
3129,4
3130,3
3131,4
3132,1
3133,3
3134,4
3135,3
3136,3
3137,1
3138,3
3139,4
3140,3
3141,3
3142,3
3143,1
3144,2
3145,3
3146,3
3147,3
3148,4
3149,4
3150,2
3151,3
3152,4
3153,3
3154,3
3155,4
3156,3
3157,3
3158,1
3159,3
3160,3
3161,3
3162,1
3163,4
3164,2
3165,3
3166,1
3167,3
3168,3
3169,3
3170,4
3171,1
3172,1
3173,4
3174,3
3175,3
3176,1
3177,3
3178,1
3179,1
3180,4
3181,4
3182,3
3183,2
3184,1
3185,3
3186,3
3187,3
3188,1
3189,3
3190,1
3191,3
3192,4
3193,4
3194,4
3195,1
3196,3
3197,3
3198,3
3199,1
3200,4
3201,3
3202,3
3203,3
3204,3
3205,4
3206,3
3207,3
3208,3
3209,1
3210,4
3211,4
3212,3
3213,4
3214,2
3215,3
3216,3
3217,2
3218,3
3219,4
3220,4
3221,4
3222,1
3223,3
3224,3
3225,4
3226,3
3227,4
3228,3
3229,3
3230,3
3231,1
3232,4
3233,3
3234,1
3235,3
3236,1
3237,3
3238,3
3239,4
3240,4
3241,4
3242,4
3243,3
3244,1
3245,3
3246,3
3247,4
3248,4
3249,3
3250,4
3251,1
3252,3
3253,4
3254,3
3255,3
3256,3
3257,4
3258,3
3259,4
3260,4
3261,2
3262,3
3263,1
3264,3
3265,3
3266,2
3267,3
3268,3
3269,3
3270,1
3271,3
3272,3
3273,4
3274,3
3275,4
3276,1
3277,4
3278,3
3279,4
3280,2
3281,1
3282,4
3283,4
3284,4
3285,3
3286,3
3287,3
3288,3
3289,4
3290,3
3291,3
3292,3
3293,4
3294,4
3295,1
3296,4
3297,3
3298,3
3299,3
3300,3
3301,3
3302,3
3303,1
3304,3
3305,4
3306,1
3307,1
3308,1
3309,3
3310,4
3311,3
3312,1
3313,3
3314,3
3315,4
3316,1
3317,3
3318,3
3319,2
3320,1
3321,4
3322,4
3323,1
3324,1
3325,1
3326,3
3327,3
3328,3
3329,1
3330,3
3331,4
3332,3
3333,3
3334,3
3335,3
3336,2
3337,3
3338,4
3339,3
3340,3
3341,1
3342,1
3343,3
3344,4
3345,3
3346,1
3347,3
3348,3
3349,3
3350,3
3351,2
3352,3
3353,3
3354,3
3355,3
3356,1
3357,1
3358,3
3359,4
3360,2
3361,2
3362,3
3363,4
3364,1
3365,3
3366,3
3367,1
3368,3
3369,3
3370,3
3371,4
3372,3
3373,3
3374,3
3375,3
3376,3
3377,3
3378,1
3379,3
3380,3
3381,1
3382,4
3383,2
3384,3
3385,1
3386,3
3387,1
3388,4
3389,3
3390,2
3391,3
3392,4
3393,3
3394,1
3395,1
3396,3
3397,3
3398,1
3399,3
3400,1
3401,2
3402,3
3403,4
3404,1
3405,3
3406,3
3407,3
3408,3
3409,1
3410,4
3411,3
3412,3
3413,3
3414,1
3415,1
3416,1
3417,2
3418,1
3419,3
3420,3
